gene_name	Fold Change Protein Abundance, 24hrs: Log2(-SG/+SG)	Fold Change Protein Abundance, 48hrs: Log2(-SG/+SG)	Z-Score
SETX	-0.680879182	-0.846519553	-0.38932395
SYNRG	-0.011478252	-0.325959252	-0.389784033
ALDH16A1	0.004846607	-0.51757447	-0.392909286
UBQLN1	-0.108369608	-0.328505518	-0.392909286
PDE12	-0.089173022	-0.200779709	-0.392909286
TRIM25	-0.035439892	-0.04772446	-0.392909286
PTBP1	0.013000246	0.010699465	-0.392909286
EZH2	-0.287480216	0.02499035	-0.392909286
PTCD3	-0.126120237	0.053791257	-0.392909286
UVSSA	-0.187416121	0.098923213	-0.392909286
RFX5	0.001963902	0.143510798	-0.392909286
MPHOSPH8	-0.245479975	0.160348206	-0.392909286
HADHA	0.112747923	0.16860484	-0.392909286
UBA6	0.100091755	-0.133201937	-0.393381882
MAP7	0.099931502	-0.04141096	-0.393381882
MPDZ	0.024954963	0.037756873	-0.396102879
CIC	0.046141382	0.268136009	-0.396102879
SYMPK	-0.127979991	0.164879911	-0.401946073
ANLN	-0.378392245	-0.404719167	-0.413985502
SLC2A12	-1.058335366	-0.96069811	-0.415279069
STXBP4	-0.542954981	-0.665177568	-0.415279069
IARS	0.05298866	-0.388756278	-0.415279069
MTMR2	-0.128372386	-0.337646867	-0.415279069
ADD3	-0.260518391	-0.252422397	-0.415279069
ARMC5	0.05691024	0.041698893	-0.415279069
VEZT	0.0926283	0.085468088	-0.415279069
PAPOLA	0.142962956	0.251466553	-0.415279069
AFAP1	-0.028987203	0.340373088	-0.415279069
TYSND1	-0.740786114	-0.589836812	-0.418893687
RTKN	-0.137820733	-0.562770339	-0.418893687
PLS3	-0.053846885	-0.27842464	-0.418893687
ELP3	0.022569918	-0.198802612	-0.418893687
TTC1	0.040039145	-0.179569301	-0.418893687
VASP	0.070603509	-0.16438957	-0.418893687
EIF2S3	0.005851704	-0.0749897	-0.418893687
TMEM109	-0.137679185	0.035748519	-0.418893687
EIF3H	0.054395146	0.042277883	-0.418893687
NSUN4	-0.138049613	0.04973088	-0.418893687
DNAJB4	0.041368304	0.068456012	-0.418893687
GRWD1	0.007112907	0.132017372	-0.418893687
EXOG	0.166926031	0.200063609	-0.418893687
EXOSC9	0.04803768	0.23169418	-0.418893687
MTCH1	0.073952234	0.310480001	-0.418893687
SAP30BP	0.121205024	0.407020769	-0.418893687
PES1	0.054089379	0.44331823	-0.418893687
RPUSD2	0.324476477	0.464966771	-0.418893687
NFATC2	0.111439164	-0.07510558	-0.419688956
MIB2	0.015962413	-0.684756949	-0.422967891
RAB3IP	-0.087969769	-0.462943201	-0.422967891
STAT3	-0.110269907	-0.238445738	-0.422967891
CPNE8	-0.184046411	-0.047693647	-0.422967891
ZBTB9	-0.647899756	0.048463351	-0.422967891
NUP62	-0.020455618	0.091223369	-0.422967891
UBP1	0.099611622	0.113552075	-0.422967891
POLR3E	0.027008434	0.162430911	-0.422967891
AGPS	0.081246825	0.23217004	-0.422967891
LMNB1	0.071292493	0.271890911	-0.422967891
GPATCH2	-0.000337986	0.45142341	-0.422967891
ZMYM2	-0.228568736	-0.292802937	-0.426858879
USP42	-0.077605988	0.022290925	-0.426858879
HCFC1	-0.068388357	0.088287126	-0.428867597
PTPN13	-0.034663291	-0.14727293	-0.436914558
LARP1B	-0.217865202	-0.20579398	-0.438690463
RSBN1L	0.011329753	0.099639499	-0.438690463
MST1R	0.16398059	0.201086723	-0.438690463
NCAPG2	-0.206439273	0.233401344	-0.438690463
BCAR3	-0.164321633	-0.461030408	-0.439285936
MYSM1	-0.125787572	-0.170777886	-0.439285936
HGS	-0.063884278	-0.149062494	-0.439285936
MORC3	-0.023378398	0.128347519	-0.439285936
BICD1	0.100192676	0.249527172	-0.439285936
CTNNAL1	-0.40548671	0.449755086	-0.439285936
HEATR6	-0.29394898	-0.71110557	-0.440305102
LMTK2	-0.139932051	-0.240993204	-0.452752212
CAMSAP2	0.054164636	-0.09386676	-0.452752212
PARD3	0.023367358	-0.01935526	-0.454374236
MED14	-0.141978334	0.281507383	-0.454374236
AKAP12	0.203345961	-0.303729785	-0.454500626
HOOK2	-0.205932262	-0.430245725	-0.457514045
URI1	0.110251362	-0.416720893	-0.457514045
XPNPEP1	-0.102432908	-0.320711181	-0.457514045
COG6	-0.085431198	-0.230074584	-0.457514045
ABHD13	-0.136336649	-0.114505782	-0.457514045
DNAJC10	-0.059825323	-0.048979797	-0.457514045
KPNA6	-0.017187851	-0.034787467	-0.457514045
ACTR5	0.019354744	0.012905739	-0.457514045
PRPF38B	0.022702361	0.129636221	-0.457514045
DLAT	0.071045959	0.180064821	-0.457514045
RBMX2	0.066617948	0.209176581	-0.457514045
SLU7	-0.221823468	0.333775817	-0.457514045
NCBP1	0.066518067	0.365758057	-0.457514045
SERPINE2	-0.484478358	0.535775067	-0.457514045
POLI	0.124154901	-0.150432829	-0.45912728
TXNDC11	-0.024378336	0.00870281	-0.45912728
DZIP3	0.027264374	0.174974148	-0.45912728
RICTOR	-0.094970289	-0.319362771	-0.465397832
CDK13	-0.002910862	-0.230343091	-0.465397832
ACD	-0.854568705	-0.576941322	-0.465809643
LRRFIP1	-0.109385285	-0.282701872	-0.465809643
MGRN1	-0.324771934	-0.22488925	-0.465809643
CARM1	0.023933692	0.005224978	-0.465809643
MSANTD2	0.103717654	0.021587466	-0.465809643
LRCH1	0.099189059	0.072777659	-0.465809643
CSE1L	0.127205934	0.102734242	-0.465809643
PPHLN1	-0.186111967	0.144355985	-0.465809643
WDR12	0.020689465	0.188260457	-0.465809643
FBXL19	0.050742943	0.205600529	-0.465809643
DHX37	-0.054648408	0.435917081	-0.465809643
URB1	-0.106353209	0.345187977	-0.469122832
SPC24	-0.441101082	-0.485323032	-0.470862489
POLR2I	-0.428786463	-0.20897895	-0.470862489
CETN3	-0.500654024	-0.148455576	-0.470862489
PDRG1	0.05867222	-0.122035293	-0.470862489
TMEM167B	-0.029891016	-0.103446601	-0.470862489
TBCA	0.088905863	-0.041464975	-0.470862489
AP1S2	0.012453338	-0.026666462	-0.470862489
BLOC1S2	0.158676551	0.001556587	-0.470862489
RPS24	0.206315746	0.013339243	-0.470862489
TOMM6	0.065857568	0.01449287	-0.470862489
ACBD7	-0.018924166	0.01532577	-0.470862489
NDUFA2	-0.172368579	0.047217092	-0.470862489
URM1	-0.339819417	0.06067264	-0.470862489
PCBD1	0.130697215	0.065127967	-0.470862489
NDUFB1	0.092962662	0.067909892	-0.470862489
LSM4	0.057967739	0.088438784	-0.470862489
EIF1AX	0.124674571	0.093856067	-0.470862489
MRPL54	0.106769447	0.094822137	-0.470862489
RPL27A	0.236321723	0.10122853	-0.470862489
DBI	-0.04700784	0.121023138	-0.470862489
HDDC3	0.257470495	0.124588769	-0.470862489
C8orf59	-0.737182899	0.134239147	-0.470862489
RPL7A	0.35887285	0.152195757	-0.470862489
POLR2F	-0.257288188	0.164565899	-0.470862489
FAM3A	0.046378206	0.174151706	-0.470862489
S100A6	0.006229965	0.195930711	-0.470862489
RPL23A	0.314334615	0.257311958	-0.470862489
C16orf74	0.219956555	0.268750213	-0.470862489
MED31	0.099682563	0.303917049	-0.470862489
HSBP1	-0.403069411	0.329294501	-0.470862489
CDC26	-0.085289971	0.330202565	-0.470862489
LIF	1.1517982	0.336402646	-0.470862489
SUMO2	0.10541017	0.407673988	-0.470862489
NEURL3	1.596521174	0.776457104	-0.470862489
DARS	0.073070305	-0.24503606	-0.473107286
STOM	-0.241790848	-0.176153096	-0.473107286
PEX19	-0.150990279	-0.150845924	-0.473107286
FARSB	0.138968993	-0.137454369	-0.473107286
NAP1L4	0.128724996	-0.129121099	-0.473107286
TTYH3	-0.108578918	-0.085452871	-0.473107286
WDR54	-0.495344022	-0.079239	-0.473107286
HNMT	-0.034051763	0.017074102	-0.473107286
SLC35D2	-0.019000795	0.036399491	-0.473107286
CIRBP	0.144624772	0.054596743	-0.473107286
APH1A	-0.04780433	0.057292055	-0.473107286
NANS	0.371961117	0.08629605	-0.473107286
PARD6B	0.32680909	0.089902642	-0.473107286
MBP	-0.046493648	0.140741586	-0.473107286
ISCA2	-0.090567117	0.150116399	-0.473107286
PANK3	0.046046135	0.157138076	-0.473107286
NHEJ1	0.256096663	0.15721286	-0.473107286
ATAD3A	0.076077136	0.184571876	-0.473107286
LRRC14	0.223760558	0.237849965	-0.473107286
DHCR24	0.036382009	0.243757234	-0.473107286
CRNKL1	-0.150969638	0.252670156	-0.473107286
FBL	0.141885222	0.253273603	-0.473107286
ETFA	0.086730978	0.285204874	-0.473107286
TMEM41A	0.026463106	0.301462879	-0.473107286
CBLC	0.089310982	0.519005875	-0.473107286
TDP2	0.386520938	0.67848875	-0.473107286
GRIP1	-0.121185233	-0.317372962	-0.479979329
TTC37	0.027905898	-0.289444402	-0.479979329
DIAPH3	-0.142352565	-0.33734757	-0.481213633
COG5	-0.03770673	-0.173081585	-0.481213633
PTPRK	-0.299066663	-0.143015595	-0.481213633
EIF3A	0.105151327	0.016173282	-0.481213633
ELFN2	-0.106175087	0.055897112	-0.481213633
WDR3	-0.078032851	0.282534814	-0.481213633
CPSF1	0.006587961	0.29348441	-0.481213633
TSPAN1	-1.874626275	-2.286545499	-0.482539304
CD63	-0.551587526	-1.045379477	-0.482539304
MSMO1	-0.795754761	-0.433810372	-0.482539304
YIF1B	-0.393893736	-0.249228008	-0.482539304
RAB6A	-0.03214946	-0.242509552	-0.482539304
IFT27	-0.156441357	-0.2205985	-0.482539304
RPL26L1	0.450251266	-0.200053997	-0.482539304
CAV2	-0.363097329	-0.154265639	-0.482539304
PHPT1	0.01662163	-0.148899478	-0.482539304
PMF1	-0.115617709	-0.117647096	-0.482539304
DHRS3	-0.358781403	-0.092094957	-0.482539304
BOD1	-0.108585353	-0.091466414	-0.482539304
VBP1	0.059564277	-0.075018077	-0.482539304
TMEM189	-0.506079639	-0.070506361	-0.482539304
PAFAH1B2	0.157992351	-0.0465918	-0.482539304
NAA20	0.18820175	-0.021075251	-0.482539304
ADAP2	0.029179789	-0.006741569	-0.482539304
COX11	-0.131349023	-0.006435443	-0.482539304
TRAPPC3	0.0582029	-0.005937395	-0.482539304
COA1	0.00406077	0.032491306	-0.482539304
RPS14	0.199916566	0.055624902	-0.482539304
NXT1	-0.038799751	0.060315473	-0.482539304
FAM162A	-0.050636044	0.070492807	-0.482539304
RPL9	0.304789783	0.072011188	-0.482539304
MRPL19	-0.055227351	0.111170803	-0.482539304
ATP6V1D	0.009196188	0.146425131	-0.482539304
RPL17	0.346615455	0.152642202	-0.482539304
RPL22L1	0.053686497	0.153828839	-0.482539304
PSMD9	0.125650511	0.157247982	-0.482539304
SNAP23	0.011761174	0.162389626	-0.482539304
TMEM17	-0.156429406	0.179342302	-0.482539304
SFT2D1	0.013173284	0.189893718	-0.482539304
MED21	0.084388425	0.201469031	-0.482539304
CRTAP	0.224147944	0.207730576	-0.482539304
PLSCR1	-0.218026983	0.215753612	-0.482539304
SAP18	0.03599298	0.217870167	-0.482539304
MRPL40	0.03575919	0.240848858	-0.482539304
MRPL48	-0.044913875	0.242228864	-0.482539304
NFYC	0.068303529	0.245059237	-0.482539304
MLEC	0.055571006	0.26022164	-0.482539304
